result_index,product_title,product_id,score,query,rel
4, Source Naturals Turmeric Extract,2767,0.681230366,weight control,5
5, K-Y K-Y Personal Lubricant Jelly,1391,0.670966268,weight control,4
6, Id Lubes Millennium,1300,0.660801888,weight control,4
7, Duro-Med Portable Bidet/Sitz Bath,836,0.653404236,weight control,4
8, Natural Balance Ultra Colon Clenz,1806,0.651970148,weight control,4
9, Natural Selection Bath and Body's Zen Massage Oil 8 oz,1819,0.651191354,weight control,4
10, Philips Norelco HQ4 Micro Action Plus Lift-and-Cut Tripleheader Replacement Heads,2310,0.648634076,weight control,5
11, Jobst Women's UltraSheer Firm Support Knee Highs,1378,0.643686891,weight control,5
12," Energizer Lithium Coin Blister Pack Watch/Electronic Batteries, 2 - Count (Pack of 12)",912,0.641159773,weight control,5
13, 50 392 LR41 Watch Alkaline Batteries AG3 SR41 Battery,46,0.634060264,weight control,5
14, Relora 250 mg 90 Caps,2495,0.630080283,weight control,5
15," Oral-B Hummingbird Flosser Refill, sku807008",2149,0.62950778,weight control,4
16, Wright's Anti Tarnish Silver Polish,3173,0.627184629,weight control,4
17, Eveready Energizer Alkaline Battery Pack - Alkaline - 595mAh - 9V DC,945,0.627110004,weight control,4
18, JetLine Z-Torch Dual Flame Torch lighter,1363,0.625967741,weight control,4
19, Remington R-600 Microflex 600 Cordless Men's Rotary Shaver,2513,0.625064075,weight control,4
20, MB1017 Reading Glasses w/Spring Hinge and Subtle Stylish Stripe,1538,0.623363078,weight control,4
21," Thermoskin Wrist Brace, Hand Brace, Carpal Tunnel Brace, Beige, Left",2950,0.621952116,weight control,4
22," Visine Tears Lubricant Eye Drops for Dry Eye Relief, 0.5 Ounce",3083,0.618797779,weight control,4
23, PosTvac MANUAL VACUUM THERAPY PUMP (RVP),2358,0.618739963,weight control,4
24, Tide HE Original Scent with Actilift,2962,0.617994428,weight control,4
25, Nature's Way Vitamin C 1000 with Rose Hips,1911,0.61531502,weight control,4
26," ACCU-CHEK Comfort Curve Test Strips, 100 Count Box",59,0.613941729,weight control,4
27," Tide HE Detergent for High Efficiency Washers, Powder, Original Scent, 31-Load Boxes (Pack of 4)",2961,0.613809705,weight control,3
28, OTC Cock-Up Wrist Splint,2057,0.612277865,weight control,3
29," K-Y Intrigue Premium Personal Lubricant, 2.75 Ounce",1390,0.610885203,weight control,3
30, Ultraviolet Set Eau de Parfum for Women by Paco Rabanne,3042,0.608738899,weight control,3
31," Johnson's Foot Soap, Economy Size, 8 packets [8 oz (226 g)], (Pack of 4)",1385,0.60710603,weight control,3
32, Hoover Floor-to-Floor Cleaner for FloorMate,1264,0.606987536,weight control,3
33, OCUSOFT LID SCRUB FOAM Size,2049,0.605105996,weight control,3
34," EVE522FP4 Energizer 9V Alkaline Batteries, 4 per Pack",863,0.604675889,weight control,2
35," Tide Powder Detergent, Original Scent, Case Pack, Two 120-Load Boxes (240-Loads)",2963,0.604247332,weight control,2
36, Sodium Chloride 5% Ophthalmic Ointment 0 .12 oz (3. 5 gm) (Compare to Muro 128.),2672,0.60177052,weight control,2
37, Squeeze Ease Tube Squeezer,2793,0.601585865,weight control,2
38, Old Spice by Procter & Gamble for Men After Shaving Products,2091,0.599658787,weight control,2
39, Health Plus Colon Cleanse,1177,0.59884268,weight control,2
40, Deluxe Back Scratcher 1 Count,689,0.598806918,weight control,2
41, Master Massage Montana 28-Inch Regulation Size Portable Massage Table,1597,0.59756887,weight control,2
42," Method Daily Granite Apple Orchard, 12-Ounce Bottles (Pack of 6)",1668,0.595618248,weight control,1
43, MM USA - Thermo Female Thermogenic Serum - 5.1 fl oz (150 ml),1548,0.595465362,weight control,1
44, Gilman Paper 12 per pack Kitchen Master Trash Compactor Bags,1094,0.594396889,weight control,1
45," Olbas Inhaler, 0.01 Ounce",2088,0.594377995,weight control,1
46," Wee Wee and Housebreaking Training Pads, 23x36",3137,0.593006074,weight control,1
47, AAA 42 Piece Emergency Road Assistance Kit,56,0.592321932,weight control,1
48," Clorox ToiletWand Disposable, Refill, 6-Count Packages (Pack of 8)",563,0.591895103,weight control,1
49, Philips Norelco HQ5 Shaving Heads,2311,0.588946283,weight control,1
50, Aquanil Aquanil Hc Hydrocortisone Lotion,159,0.587181568,weight control,1
1," Ensure Complete Balanced Nutrition Drink, Butter Pecan, 8-Ounce (Pack of 24)",918,0.780763268,nutrition,5
2, Berry Green 360 gram - New Chapter ( Fast Shipping ),277,0.745684087,nutrition,5
3, Rainbow Light Complete B Complex,2464,0.716802418,nutrition,5
4, Heaven Sent Sea Essentials,1189,0.715619266,nutrition,5
5," Jay Robb Enterprises - Whey Vanilla Isolate, 12 oz powder",1358,0.7119084,nutrition,5
6, Source Naturals Chlorella from Yaeyama Powder,2711,0.708176136,nutrition,5
7," Centrum Performance Multivitamin/Multimineral Supplement, Tablets",490,0.705066681,nutrition,5
8, IsoFlex - Whey Protein Isolate,1329,0.703382969,nutrition,5
9, Douglas Labs - Ultra Preventive X 240 Tabs [Health and Beauty],758,0.700570881,nutrition,5
10," Alive! Soy Ultra-Shake Apple & Cinn, 2.2 lbs Powder",96,0.699157894,nutrition,5
11," Weil Nutritional Complete Daily Pack Vitamin Supplement, 30-Count Box",3141,0.697031319,nutrition,4
12," Nature's Way Alive! Soy Shake, Apple Cinnamon, 1.3 Pound",1856,0.696330905,nutrition,4
13, Now Foods ULTRA B-12 LIQUID,1995,0.692738414,nutrition,4
14, Nature's Way Magnesium,1890,0.69101882,nutrition,4
15," Source Naturals Life Force Multiple, No Iron, 120 Tablets",2734,0.685735881,nutrition,4
16, Mega Food - Women's One Daily,1637,0.683980227,nutrition,4
17, Greens+ Powder Original 9.4 oz Powder - 9.4 oz. - Powder,1134,0.680667996,nutrition,4
18, Source Naturals Life Force Multiple Capsules,2731,0.679185629,nutrition,4
19," Now Foods, Calcium Citrate Plus Caps",2005,0.677526474,nutrition,4
20," Nature's Plus - Prenatal Liquid Multi, 30 fl oz liquid",1843,0.676436901,nutrition,4
21, Source Naturals Acetyl L-Carnitine 250mg,2700,0.674439609,nutrition,3
22, Original Formula by All One,2170,0.672194242,nutrition,3
23, Twinlab Mega B-12 Dots Vegetarian Formula,3021,0.670551121,nutrition,3
24," Weil Daily Multivitamin for Optimum Health, Tablets,180 tablets (Pack of 2)",3140,0.668368638,nutrition,3
25," Jay Robb Enterprises - Whey Vanilla 24oz, 24 oz powder",1357,0.667599559,nutrition,3
26, Centrum Silver - Adults 50+,491,0.667494714,nutrition,3
27," HDT Pro-Blend 55, 2 lb",1148,0.666903019,nutrition,3
28, One Daily Multi,2116,0.663183272,nutrition,3
29, LifeEssence - The Master Multiple,1474,0.662316918,nutrition,3
30, Country Life Norwegian Kelp,625,0.661912024,nutrition,3
31," Now Foods, L-Carnosine 500 mg",2010,0.661751688,nutrition,2
32, GAT Jet Fuel,1041,0.660487592,nutrition,2
33, MET Rx - Protein Plus - 2 lbs,1542,0.659918189,nutrition,2
34, Now Foods Curcumin Extract,1974,0.659498692,nutrition,2
35, ULTRA SOURCE OF LIFE W/LUTEIN,3030,0.65889734,nutrition,2
36, Greens Plus - Protein Bars - 12 Bars,1133,0.655097961,nutrition,2
37," Now Foods, Amino Complete",2002,0.651776552,nutrition,2
38, Sambazon Organic Acai Powder,2586,0.651310742,nutrition,2
39, Twinlab Mega L-Carnitine,3022,0.649693072,nutrition,2
40," Source Naturals Life Force Multiple, No Iron Tablets",2733,0.648568034,nutrition,2
41, Source of Life Energy Shake by Nature's Plus 2.2 Pounds,2775,0.647192419,nutrition,1
42, Nature's Way Alive!,1853,0.64684242,nutrition,1
43, Nature's Way Vitamin C 1000 with Rose Hips,1911,0.646732092,nutrition,1
44, Solgar - Whey To Go - Whey Protein Powder,2686,0.646189928,nutrition,1
45, Green Tea Mega EGCG&trade; (100 veggie capsules),1131,0.644841254,nutrition,1
46," Vitamin Shoppe - L-Arginine-Ornithine 2000 Mg, 2000 mg, 100 capsules",3086,0.644836903,nutrition,1
47, Lecithin Granules 16 oz (454 g) Granules,1458,0.642711222,nutrition,1
48, Pure Synergy - 12.5 oz,2446,0.641202271,nutrition,1
49, Life's Fortune MultiVitamin & Mineral All Natural Energy Source Supplying Whole Food Concentrates - 180 Tabs,1470,0.640457153,nutrition,1
50," Osteo Bi-Flex NutraJoint Plus Glucosamine Drink Mix, Maximum Strength Formula, Unflavored, 13.86 Ounces",2179,0.639509141,nutrition,1
1, Zafu Yoga Sitting Meditation Cushion - Buckwheat Filling,3190,0.758764923,energy bar,2
2, Nature's Way Vitamin C 1000 with Rose Hips,1911,0.700538158,energy bar,3
3, MB1017 Reading Glasses w/Spring Hinge and Subtle Stylish Stripe,1538,0.661362767,energy bar,3
4, Natural Balance Ultra Colon Clenz,1806,0.654627681,energy bar,3
5, Philips Norelco HQ4 Micro Action Plus Lift-and-Cut Tripleheader Replacement Heads,2310,0.652707279,energy bar,3
6, Tide HE Original Scent with Actilift,2962,0.649816513,energy bar,3
7, Eveready Energizer Alkaline Battery Pack - Alkaline - 595mAh - 9V DC,945,0.646200299,energy bar,3
8, Source Naturals Turmeric Extract,2767,0.644089162,energy bar,3
9, Love Liquid 100ml Water Base D Lube,1523,0.642009735,energy bar,3
10, Rainbow Light Complete B Complex,2464,0.640875638,energy bar,3
11," Source Naturals Life Force Multiple, No Iron, 120 Tablets",2734,0.637825012,energy bar,3
12, Natural Selection Bath and Body's 1/3 oz Essential Oil,1817,0.632320285,energy bar,3
13, Centrum Multivitamin - Adults Under 50,489,0.63080287,energy bar,3
14, Remington R-600 Microflex 600 Cordless Men's Rotary Shaver,2513,0.626523793,energy bar,3
15," NOW Foods Stevia Packets, 1000-Count",1773,0.626311123,energy bar,5
16, Nature's Way Magnesium,1890,0.624641955,energy bar,3
17," Energizer Lithium Coin Blister Pack Watch/Electronic Batteries, 2 - Count (Pack of 12)",912,0.624101698,energy bar,3
18, Relora 250 mg 90 Caps,2495,0.621826708,energy bar,3
19, Natural Selection Bath and Body's Zen Massage Oil 8 oz,1819,0.620007515,energy bar,4
20," EVE522FP4 Energizer 9V Alkaline Batteries, 4 per Pack",863,0.619881928,energy bar,4
21," Thermoskin Wrist Brace, Hand Brace, Carpal Tunnel Brace, Beige, Left",2950,0.615067005,energy bar,4
22," Oral-B Hummingbird Flosser Refill, sku807008",2149,0.612880886,energy bar,4
23, Balanced B Complex,237,0.612572551,energy bar,4
24, OTC Cock-Up Wrist Splint,2057,0.610692978,energy bar,3
25, Powerex Battery charger w/8 2700 mAh Batteries,2370,0.609228551,energy bar,3
26, FLA Safe-T-Sport Sports Neoprene Knee Support Brace,959,0.609091222,energy bar,3
27, Jobst Women's UltraSheer Firm Support Pantyhose,1379,0.603515565,energy bar,3
28, Remington SP-94 Microscreen 3 Replacement Screen and Cutters for MicroScreen 3TCT Shavers,2518,0.601854742,energy bar,3
29, AAA 42 Piece Emergency Road Assistance Kit,56,0.599132478,energy bar,3
30, Now Foods ULTRA B-12 LIQUID,1995,0.599051416,energy bar,2
31, Energizer 2016 3V Lithium Button Cell Battery Retail Pack - 2-Pack,907,0.598688364,energy bar,2
32, ULTRA SOURCE OF LIFE W/LUTEIN,3030,0.597826719,energy bar,2
33," Rayovac NM715-8 Rechargeable NiMH AA Batteries, 8-Count Package",2481,0.597458482,energy bar,2
34, Energizer 357BP-3 Watch/electronic Batteries,908,0.597220123,energy bar,2
35, PosTvac MANUAL VACUUM THERAPY PUMP (RVP),2358,0.595306396,energy bar,2
36, Source Naturals Same (S-Adenosyl-L-Methionine),2756,0.595299065,energy bar,2
37," Master Massage Deluxe Massage Table Carrying Case, 29 Inch",1593,0.594558179,energy bar,2
38, Hoover Floor-to-Floor Cleaner for FloorMate,1264,0.594162703,energy bar,2
39, Deluxe Back Scratcher 1 Count,689,0.592569232,energy bar,2
40, ADC ADVANTAGE Wrist Blood Pressure Monitor,65,0.592386723,energy bar,2
41, 50 392 LR41 Watch Alkaline Batteries AG3 SR41 Battery,46,0.58995688,energy bar,1
42, Doans extra strength pain reliever caplets - 24 ea,735,0.588980615,energy bar,1
43, Nature's Way Glucosamine Chondroitin,1882,0.586597264,energy bar,1
44, Douglas Labs - Ultra Preventive X 240 Tabs [Health and Beauty],758,0.585965395,energy bar,1
45, Braun 4729-649 Plaque Remover Charger Tower,358,0.585767448,energy bar,1
46, Energizer Max Alkaline Batteries,913,0.585603356,energy bar,1
47, Nature's Way Vitamin B-2,1910,0.584971249,energy bar,1
48, Master Massage Montana 28-Inch Regulation Size Portable Massage Table,1597,0.584090412,energy bar,1
49, Once Daily High Energy Multi-Vita-Min,2115,0.581926703,energy bar,1
50," Dex 4 Glucose Tablets, 50 ea - PARENT",714,0.581825197,energy bar,1
1, One-A-Day Essential High Potency Multivitamin -- 130 Tablets,2120,0.771283805,Best vitamins for immune system,5
2, Centrum Multivitamin - Adults Under 50,489,0.733743131,Best vitamins for immune system,5
3, Rainbow Light Dha Smart Essentials,2467,0.714081764,Best vitamins for immune system,5
4," Optimum Nutrition Opti-Women, Women's Multivitamin",2137,0.709695399,Best vitamins for immune system,5
5, Centrum Silver - Adults 50+,491,0.699475884,Best vitamins for immune system,5
6, One Daily Multi,2116,0.695695877,Best vitamins for immune system,5
7, Nature's Way Vitamin C 500,1912,0.686300278,Best vitamins for immune system,5
8, Heaven Sent Sea Essentials,1189,0.684467793,Best vitamins for immune system,5
9, One a Day women's multi vitamin 250 tablets,2118,0.681208313,Best vitamins for immune system,5
10, Mega Food - Women's One Daily,1637,0.680825889,Best vitamins for immune system,5
11," Weil Nutritional Complete Daily Pack Vitamin Supplement, 30-Count Box",3141,0.676438928,Best vitamins for immune system,4
12, Rainbow Light Women's One Multivitamin,2472,0.672503233,Best vitamins for immune system,4
13," Twinlab Daily One Caps Multi-Vitamin and Mineral Supplement with Iron, 180 Capsules",3018,0.671482861,Best vitamins for immune system,4
14," Now Foods, ADAM Superior Men's Multiple Vitamin",2001,0.669102013,Best vitamins for immune system,4
15, Kyolic Garlic Formula 106 Circulation,1422,0.655771315,Best vitamins for immune system,4
16," Nature's Plus - Prenatal Liquid Multi, 30 fl oz liquid",1843,0.653963625,Best vitamins for immune system,4
17," Weil Daily Multivitamin for Optimum Health, Tablets,180 tablets (Pack of 2)",3140,0.653509319,Best vitamins for immune system,4
18, LifeEssence - The Master Multiple,1474,0.651561916,Best vitamins for immune system,4
19," Source Naturals Life Force Multiple, No Iron Tablets",2733,0.65113312,Best vitamins for immune system,4
20, Source Naturals Life Force Multiple Tablets,2732,0.649828255,Best vitamins for immune system,4
21, Source Naturals Life Force Multiple Capsules,2731,0.649214506,Best vitamins for immune system,3
22, Once Daily High Energy Multi-Vita-Min,2115,0.64540565,Best vitamins for immune system,3
23, Prenatal Plus DHA Complete 16 Ounces,2393,0.64243567,Best vitamins for immune system,3
24, Garlic Oil 1500 mg Eq 500 Sgels,1061,0.641924858,Best vitamins for immune system,3
25, Nature's Way Alive! Multivitamin,1854,0.637019157,Best vitamins for immune system,3
26, Just Once - Kids' One Multistars,1388,0.635482967,Best vitamins for immune system,3
27, Flora FloraVital Iron & Herbs,995,0.634450972,Best vitamins for immune system,3
28," Solgar - Gentle Iron, 25 mg, 180 veggie caps",2684,0.633950591,Best vitamins for immune system,3
29," Now Foods, Super Omega 3-6-9 1200 mg",2021,0.633548617,Best vitamins for immune system,3
30, Rainbow Light Just Once Iron-Free,2468,0.632931888,Best vitamins for immune system,3
31," Nature's Plus - Source Of Life W/Whole Food, 180 tablets",1844,0.631125689,Best vitamins for immune system,2
32, Activa Knee High Light Compression Sheer 15-20 mm Hg,74,0.630844951,Best vitamins for immune system,2
33, Women's Nutritional by Rainbow Light - 180 Tablets,3164,0.628303766,Best vitamins for immune system,2
34," Centrum Performance Multivitamin/Multimineral Supplement, Tablets",490,0.626745403,Best vitamins for immune system,2
35, Rainbow Light Men's One Multivitamin,2470,0.625655711,Best vitamins for immune system,2
36, Source Naturals Women's Life Force Multiple,2774,0.62529403,Best vitamins for immune system,2
37," Now Foods, Calcium Citrate Plus Caps",2005,0.623750091,Best vitamins for immune system,2
38, Nature's Way Alive!,1853,0.61635685,Best vitamins for immune system,2
39, Rainbow Light Complete Prenatal System,2466,0.613307238,Best vitamins for immune system,2
40, Nature's Plus Liquid Source Of Life Oz - 30 OZ,1847,0.610861599,Best vitamins for immune system,2
41," Futurebiotics - Hair, Skin & Nails",1029,0.609823227,Best vitamins for immune system,1
42, Apex Apex 7-Day Medical Planner,145,0.606832266,Best vitamins for immune system,1
43," Rainbow Light, Multivitamin",2473,0.605519295,Best vitamins for immune system,1
44," Source Naturals Life Force Multiple, No Iron, 120 Tablets",2734,0.605220377,Best vitamins for immune system,1
45, Source Naturals Mega-Kid Chewable Multi-Vitamin,2737,0.603963912,Best vitamins for immune system,1
46, Natural Factors Natural Fruit Chew Jungle Juice,1812,0.603050768,Best vitamins for immune system,1
47, Douglas Labs - Ultra Preventive X 240 Tabs [Health and Beauty],758,0.603025734,Best vitamins for immune system,1
48, L-Lysine 500 mg with B-6 by Country Life 100 Tablets,1428,0.602510929,Best vitamins for immune system,1
49, Rainbow Light Complete B Complex,2464,0.601715863,Best vitamins for immune system,1
50, 7 Day Pill Pack - Medicine Organizer Dispenser,51,0.601307154,Best vitamins for immune system,1
1," Source Naturals Melatonin 2.5mg, Orange",2738,0.730661333,Natural remedies for sleep,5
2, OTC Soft-Fit Suede Finish Wrist Brace,2066,0.698693454,Natural remedies for sleep,5
3, Source Naturals Melatonin 3mg Vegetarian Capsules,2740,0.677719891,Natural remedies for sleep,5
4, Source Naturals NutraSleep,2746,0.675321043,Natural remedies for sleep,5
5, Nature's Way Valerian Standardized Extract,1909,0.674892306,Natural remedies for sleep,5
6, Duro-Med Elevating Leg Rest with Blue Polyester/Cotton Cover,824,0.642743766,Natural remedies for sleep,5
7, Bucky Eye Shades,404,0.642391622,Natural remedies for sleep,5
8, Simmons Beautyrest Sleep Massager,2644,0.638825834,Natural remedies for sleep,5
9," Duro-Med Stress-Ease Pillow Support, White",840,0.637501955,Natural remedies for sleep,5
10, Lights Out! Sleep Masks,1490,0.634132624,Natural remedies for sleep,5
11, Zafu Yoga Sitting Meditation Cushion - Buckwheat Filling,3190,0.633820415,Natural remedies for sleep,4
12, Nature's Bounty Nature's Bounty Melatonin,1836,0.632236183,Natural remedies for sleep,4
13," The Happy Company Microwaveable Therapeutic Cozy Chenille Happy Wrap, Purple",2912,0.631588638,Natural remedies for sleep,4
14," Contoured Foam Ring Pillow - 18"" White",611,0.627452075,Natural remedies for sleep,4
15, SNORE GONE AS SEEN ON TV,2562,0.625213921,Natural remedies for sleep,4
16, Nature's Way Melatonin Sublingual,1892,0.624732435,Natural remedies for sleep,4
17, Herb Pharm Valerian Extract,1199,0.624373972,Natural remedies for sleep,4
18, NOW Food Melatonin 3 mg 60 Capsules,1758,0.621808171,Natural remedies for sleep,4
19, Relacore PM,2493,0.621339381,Natural remedies for sleep,4
20, Relora 250 mg 90 Caps,2495,0.62045002,Natural remedies for sleep,4
21," The Happy Company Microwaveable Therapeutic Cozy Chenille Happy Wrap, Blue",2911,0.619184434,Natural remedies for sleep,3
22, Carex Cervical Collar,460,0.618626058,Natural remedies for sleep,3
23, Activa Knee High Light Compression Sheer 15-20 mm Hg,74,0.618376374,Natural remedies for sleep,3
24, Eye Pillow -P,954,0.609226823,Natural remedies for sleep,3
25," Dream Essentials Infinity Sleep Mask, Black",776,0.607954562,Natural remedies for sleep,3
26, Duro-Med 16 Molded Foam Ring Cushion,804,0.606236398,Natural remedies for sleep,3
27, Nutri-West - DSF FORMULA - 120,2037,0.606048763,Natural remedies for sleep,3
28," Futuro Wrist Support, Cushioning Beads, Adjust To Fit, 1 Wrist Brace",1038,0.60573256,Natural remedies for sleep,3
29," Mack's Earplugs, Kids Size (Pair), 6-Count Boxes (Pack of 6)",1559,0.605047762,Natural remedies for sleep,3
30, Enzymatic Therapy Fatigued To Fantastic Revitalizing Sleep Formula,926,0.604113281,Natural remedies for sleep,3
31," NATURE'S WAY, Valerian Root - 180 caps",1752,0.599059343,Natural remedies for sleep,2
32, Nature's Way Melissa/Lemon Balm,1893,0.596219778,Natural remedies for sleep,2
33, Valerian Root 530 mg by Nature's Way 100 Capsules,3061,0.593586206,Natural remedies for sleep,2
34, Jobst Women's UltraSheer Firm Support Knee Highs,1378,0.593211472,Natural remedies for sleep,2
35," Bed Wedge-Foam Wedge Pillow. Good for Acid Reflux, Snoring.",268,0.592401862,Natural remedies for sleep,2
36," Duro-Med Bed Wedge, 12"" x 24"" x 24""",819,0.592370152,Natural remedies for sleep,2
37," Natural Factors Lung, Bronchial and Sinus Health Tablets, 90-Count",1811,0.591736138,Natural remedies for sleep,2
38," Snorestop Extinguisher, 0.4 Oz -Plastic Case",2671,0.591477156,Natural remedies for sleep,2
39, Passion Flower 350 mg By Solaray - 100 Capsules,2264,0.590185404,Natural remedies for sleep,2
40, Therapeutica Sleeping Pillow,2933,0.590170205,Natural remedies for sleep,2
41, Tri-Core Pillow Standard Support,2982,0.589710832,Natural remedies for sleep,1
42, Natural Selection Bath and Body's 1/3 oz Essential Oil,1817,0.588370502,Natural remedies for sleep,1
43," A-Force Dorsal Night Splint, Small",54,0.588307261,Natural remedies for sleep,1
44, Source Naturals L-Theanine 200mg,2728,0.588179469,Natural remedies for sleep,1
45, Elixir of Dreams Pillow Mist 3.6oz (100ml),888,0.587126136,Natural remedies for sleep,1
46, Source Naturals Same (S-Adenosyl-L-Methionine),2756,0.585516989,Natural remedies for sleep,1
47," Source Naturals NightRest with Melatonin, 100 Tablets",2745,0.581622839,Natural remedies for sleep,1
48," Dream Essentials EscapeTM Luxury Sleep Mask with Eye Cavities, Free Earplugs and Carry Pouch",775,0.579209685,Natural remedies for sleep,1
49, The Original Tube Reader,2918,0.578200102,Natural remedies for sleep,1
50, Herbs Etc. Deep Sleep -- 120 Softgels,1209,0.578109205,Natural remedies for sleep,1
1," Now Foods, L-Carnosine 500 mg",2010,0.706256688,Top-rated fitness trackers,3
2, Stacker 2 Ephedra Free,2797,0.629753768,Top-rated fitness trackers,3
3, Source Naturals Tonalin 1000 CLA,2766,0.623980165,Top-rated fitness trackers,3
4, Mark of Fitness MF-83 Wrist Blood Pressure Monitor,1574,0.612220049,Top-rated fitness trackers,5
5, Douglas Labs - Ultra Preventive X 240 Tabs [Health and Beauty],758,0.60425365,Top-rated fitness trackers,5
6, Source Naturals Turmeric Extract,2767,0.595496535,Top-rated fitness trackers,5
7, OTC Cock-Up Wrist Splint,2057,0.591745615,Top-rated fitness trackers,5
8, Source Naturals L-Arginine L-Citrulline Complex,2726,0.591543555,Top-rated fitness trackers,5
9," Neurovar (30 Capsules) Increase Your Memory, Focus & Mental Clarity!",1927,0.590908587,Top-rated fitness trackers,5
10, Now Foods Curcumin Extract,1974,0.589432716,Top-rated fitness trackers,3
11, Panasonic EW3002W Precise Logic Wrist Blood Pressure Monitor,2246,0.587601244,Top-rated fitness trackers,4
12, Muscletech Celltech Pro 4.4lb,1738,0.582503796,Top-rated fitness trackers,4
13, Universal Micronized Creatine Powder,3046,0.574664176,Top-rated fitness trackers,4
14, Nature's Way Rhodiola Rosea,1901,0.574129224,Top-rated fitness trackers,4
15, The Stick - Roller Massager,2922,0.570251465,Top-rated fitness trackers,3
16, Source Naturals L-Glutamine Powder,2727,0.569348156,Top-rated fitness trackers,3
17, Source Naturals Life Force Multiple Capsules,2731,0.569101632,Top-rated fitness trackers,3
18, Panasonic EW3106W Upper Arm Blood Pressure Monitor (White),2248,0.56842798,Top-rated fitness trackers,4
19, Beverly International Ultimate Muscle 2 lbs,278,0.566926241,Top-rated fitness trackers,4
20, Alpha Lipoic Acid 300 mg 120 Caps by Swanson Ultra,110,0.566365838,Top-rated fitness trackers,4
21," Source Naturals SAMe, 200mg",2755,0.565843523,Top-rated fitness trackers,3
22, Doctors Best Best Stabilized R- Lipoic Acid,754,0.565729618,Top-rated fitness trackers,3
23, Cellaplex (120 Caps) Extra Strength Bone & Joint Support Formula w/ CM8,487,0.562554419,Top-rated fitness trackers,3
24, Next Nutrition - Designer Whey Protein - 5 lbs - Chocolate Peanut Caramel,1941,0.562097609,Top-rated fitness trackers,2
25, LifeSource UB-512 Advanced Memory Wrist Auto Inflate Blood Pressure Monitor,1485,0.562032461,Top-rated fitness trackers,3
26, IsoFlex - Whey Protein Isolate,1329,0.561856449,Top-rated fitness trackers,2
27, Twinlab Creatine Fuel,3017,0.560560405,Top-rated fitness trackers,3
28, Zyroxin (120 Caps) - Next Generation Weight Loss Pill!,3217,0.559929311,Top-rated fitness trackers,3
29, Celery Seed Extract by Natural Factors 60 Capsules,485,0.557533443,Top-rated fitness trackers,3
30, Mark of Fitness MF-81 Wrist Blood Pressure Monitor,1573,0.556134105,Top-rated fitness trackers,3
31," Thermoskin Wrist Brace, Hand Brace, Carpal Tunnel Brace, Beige, Left",2950,0.555888891,Top-rated fitness trackers,2
32, Panasonic EW3039S Easy-to-Use Wrist Blood Pressure Monitor,2247,0.554511786,Top-rated fitness trackers,2
33," Lean Body Drink Mix, Chocolate Peanut Butter 20 Packets by Labrada Nutrition",1456,0.553926885,Top-rated fitness trackers,2
34, Source Naturals Same (S-Adenosyl-L-Methionine),2756,0.553678274,Top-rated fitness trackers,2
35, IDS Multi-Pro Whey Isolate Protein,1296,0.553626657,Top-rated fitness trackers,2
36," ACCU-CHEK Comfort Curve Test Strips, 100 Count Box",59,0.549428105,Top-rated fitness trackers,2
37, Home Bed Assist Rail / Safety Bar / No Tool Grab Handle,1252,0.548789918,Top-rated fitness trackers,2
38, PosTvac MANUAL VACUUM THERAPY PUMP (RVP),2358,0.54859376,Top-rated fitness trackers,2
39, Optimum Mega Potency HMB,2127,0.548551559,Top-rated fitness trackers,2
40," Source Naturals Phosphatidyl Serine Complex, 500mg",2749,0.548299253,Top-rated fitness trackers,2
41, Futuro Surgical Binder and Abdominal Support,1036,0.545557439,Top-rated fitness trackers,1
42, Twinlab Mega L-Carnitine,3022,0.545380056,Top-rated fitness trackers,1
43," Source Naturals Life Force Multiple, No Iron, 120 Tablets",2734,0.545142174,Top-rated fitness trackers,1
44, Thyrotril 90 Caps Metabolism Thyroid Sterling Grant,2960,0.544892967,Top-rated fitness trackers,1
45, LABRADA NUTRITION Lean Body Meal Replacement Formula,1434,0.544399321,Top-rated fitness trackers,1
46," Nature's Way Alive! Soy Shake, Apple Cinnamon, 1.3 Pound",1856,0.543751359,Top-rated fitness trackers,1
47, Now Foods Now Special Two,1983,0.543614924,Top-rated fitness trackers,1
48, Pro-Tec Athletics Knee Patellar Tendon Strap,2423,0.543474853,Top-rated fitness trackers,1
49," Johnson And Johnson Consumer Coach Porous Athletic Tape 1 1/2"" X 15 Yds. - Model 5188 - Case of 32",1382,0.543240905,Top-rated fitness trackers,1
50, Mark of Fitness WS-820 Automatic Wrist Blood Pressure Monitor,1576,0.543166816,Top-rated fitness trackers,1
1, Zafu Yoga Sitting Meditation Cushion - Buckwheat Filling,3190,0.715031862,Organic protein powders,4
2, Love Liquid 100ml Water Base D Lube,1523,0.682198048,Organic protein powders,4
3, Natural Selection Bath and Body's 1/3 oz Essential Oil,1817,0.675408423,Organic protein powders,4
4," Johnson's Foot Soap, Economy Size, 8 packets [8 oz (226 g)], (Pack of 4)",1385,0.673123658,Organic protein powders,3
5, Natural Selection Bath and Body's Zen Massage Oil 8 oz,1819,0.663047135,Organic protein powders,3
6, Master Massage Fleece Pad,1594,0.653550327,Organic protein powders,3
7, Tide HE Original Scent with Actilift,2962,0.648148358,Organic protein powders,3
8, Duro-Med Portable Bidet/Sitz Bath,836,0.622145414,Organic protein powders,5
